"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.083054167E-2,2.556607336E-1,7.627757138E-1,-1.469671926E0,1.675447633E0
2.076654168E-2,2.205309543E-1,6.285967326E-1,-1.491279142E0,1.633303779E0
3.070254167E-2,2.626233056E-1,4.727523556E-1,-1.424915584E0,1.524089962E0
4.063854169E-2,3.513477865E-1,2.886194417E-1,-1.269743929E0,1.348701633E0
5.057454167E-2,3.804724753E-1,2.832666081E-1,-1.098064415E0,1.196137423E0
6.051054169E-2,3.310102934E-1,4.115498418E-1,-1.127770025E0,1.245313742E0
7.044654168E-2,2.397355494E-1,5.747666806E-1,-1.398764496E0,1.531134216E0
8.038254167E-2,2.125150064E-1,7.139540944E-1,-1.747036940E0,1.899218562E0
9.031854168E-2,2.055576968E-1,7.028247964E-1,-1.895914067E0,2.032414035E0
1.002545417E-1,1.876748648E-1,6.967173797E-1,-1.952495234E0,2.081555813E0
1.101905417E-1,2.294763172E-1,8.380065751E-1,-1.829127170E0,2.024998914E0
1.201265417E-1,2.693866338E-1,8.767060795E-1,-1.499469337E0,1.757723244E0
1.300625417E-1,5.115129635E-1,7.358574718E-1,-1.069803067E0,1.395568104E0
1.399985417E-1,9.668327227E-1,6.637317744E-1,-4.474558389E-1,1.255198036E0
1.499345417E-1,1.316230170E0,3.790472165E-1,7.901167095E-2,1.371999088E0
1.598705417E-1,1.267677669E0,-8.791902691E-2,4.557875365E-1,1.349992113E0
1.698065417E-1,1.105166882E0,-2.214026280E-1,6.010499150E-1,1.277369939E0
1.797425417E-1,5.861026776E-1,-3.997606856E-1,6.294030637E-1,9.484055941E-1
1.896785417E-1,-2.452105898E-1,-5.643735471E-1,5.854454505E-1,8.493480497E-1
1.996145417E-1,-8.497189135E-1,-6.500866389E-1,4.423377711E-1,1.157712215E0
2.095505417E-1,-8.594986010E-1,-5.826724085E-1,2.815492809E-1,1.075878701E0
2.194865417E-1,-6.126943526E-1,-5.162810024E-1,3.881808597E-1,8.902947955E-1
2.294225417E-1,-3.008555993E-1,-4.922920693E-1,4.688636649E-1,7.434370917E-1
2.393585417E-1,-2.498793905E-1,-4.953164685E-1,9.448790592E-1,1.095707329E0
2.492945417E-1,-1.935845909E-2,-5.740918754E-1,1.365235392E0,1.481156274E0
2.592305417E-1,5.650130863E-1,-1.341231768E-1,1.577753615E0,1.681230289E0
2.691665417E-1,5.727600624E-1,2.527445444E-1,1.726697985E0,1.836687188E0
2.791025417E-1,2.738273200E-1,9.211754702E-2,1.245772684E0,1.278834087E0
2.890385417E-1,3.407046115E-1,6.741653998E-1,6.689998233E-1,1.009028930E0
2.989745417E-1,1.802609060E-1,1.158481063E0,9.153991520E-2,1.175989763E0
3.089105417E-1,1.200393174E-1,1.195655760E0,-6.364653307E-1,1.359812579E0
3.188465417E-1,3.394772809E-1,1.273557191E0,-1.140880651E0,1.743215822E0
3.287837917E-1,7.782556325E-1,1.410513014E0,-1.052274284E0,1.924190729E0
3.387187917E-1,1.287777473E0,1.475137173E0,-5.181375664E-1,2.025553513E0
3.486557917E-1,1.574360183E0,1.295231503E0,-1.443852961E-1,2.043791023E0
3.585917917E-1,1.551796070E0,1.163037506E0,-3.177534860E-1,1.965119478E0
3.685277917E-1,1.121260027E0,8.636536324E-1,-9.095443350E-1,1.682377051E0
3.784637917E-1,5.982257098E-1,4.872455567E-1,-1.162034124E0,1.394849647E0
3.883997917E-1,1.785922386E-1,8.621851042E-2,-1.274187228E0,1.289527786E0
3.983357917E-1,-3.437187780E-1,1.593646932E-1,-1.338982564E0,1.391550937E0
4.082717917E-1,-1.434879532E0,8.602058217E-1,-1.984118146E-1,1.684695989E0
4.182077917E-1,-1.651452798E0,2.020922860E0,1.447182366E0,2.984252394E0
4.281437917E-1,-6.076037666E-1,1.060658607E0,1.222641098E0,1.728881220E0
4.380797917E-1,1.456948239E0,-1.467886772E0,1.567178341E0,2.594886837E0
4.480157917E-1,1.637222868E0,-2.353895479E0,2.703375372E0,3.940756406E0
4.579517917E-1,1.128759812E0,-1.559371431E0,3.567483918E0,4.053724149E0
4.678877917E-1,8.909466809E-1,-7.455989331E-1,3.323305362E0,3.520520173E0
4.778237917E-1,1.288957295E-1,1.488920376E-1,2.601249073E0,2.608693100E0
4.877597917E-1,2.806724909E-1,7.511008707E-1,1.682034613E0,1.863375970E0
4.976957917E-1,1.191044865E0,6.123978987E-1,5.686855763E-1,1.454999086E0
5.076317917E-1,2.096509232E0,4.105692637E-1,-4.011260104E-1,2.173665144E0
5.175677917E-1,2.370870238E0,3.752374631E-1,-7.861493737E-1,2.525838411E0
5.275037917E-1,2.070237692E0,3.837135869E-1,-8.873892349E-1,2.284858830E0
5.374397917E-1,1.858811437E0,4.117989331E-1,-7.105185628E-1,2.032140484E0
5.473757917E-1,1.521620345E0,5.192397666E-1,-2.018394524E-1,1.620394265E0
5.573117917E-1,1.154075186E0,5.735826194E-1,1.563311577E-1,1.298201058E0
5.672477917E-1,1.400529771E0,5.030996972E-1,4.392393315E-1,1.551619842E0
5.771837917E-1,2.191498127E0,6.039384395E-1,3.368966854E-1,2.298021988E0
5.871197917E-1,2.817434377E0,1.008712235E0,1.736769229E-1,2.997599125E0
5.970557917E-1,2.956296101E0,1.461809468E0,1.086395127E-1,3.299753945E0
6.069917917E-1,3.056313894E0,1.433105779E0,1.070595950E0,3.541330608E0
6.169277917E-1,2.814397333E0,1.224189149E0,2.754172474E0,4.123704334E0
6.268637917E-1,2.450991418E0,1.104841923E0,3.642390844E0,4.527145421E0
6.367997917E-1,1.925545709E0,8.534686598E-1,4.298974105E0,4.787203086E0
6.467357917E-1,1.535050229E0,5.363257693E-1,4.371025835E0,4.663677882E0
6.566717917E-1,1.367954348E0,4.594065244E-1,4.299319675E0,4.535030664E0
6.666077917E-1,9.509827483E-1,5.518612365E-1,4.130967811E0,4.274788190E0
6.765437917E-1,2.301244810E-1,8.886728449E-1,4.257740124E0,4.355576617E0
6.864797917E-1,-2.156274793E-1,1.143676936E0,5.462839576E0,5.585437170E0
6.964157917E-1,-9.994346045E-2,9.713920891E-1,6.994048769E0,7.061891353E0
7.063517917E-1,-8.273378916E-2,5.421900880E-1,7.757965860E0,7.777329185E0
7.162877917E-1,9.656881303E-2,-6.555752009E-2,7.636016330E0,7.636908322E0
7.262237917E-1,1.599092151E-1,-5.539945932E-1,7.165645253E0,7.188807471E0
7.361597917E-1,-6.107592165E-2,-6.560798887E-1,6.796292428E0,6.828159478E0
7.460957917E-1,-3.399604802E-1,-1.004592799E0,6.897330560E0,6.978391554E0
7.560317917E-1,-4.650488683E-1,-1.556134558E0,7.507350104E0,7.681024072E0
