"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.275333322E-3,-3.200765848E-3,1.053927877E0,-2.274295578E0,2.506630126E0
1.321133334E-2,1.985647193E-1,9.867392761E-1,-2.551361799E0,2.742722985E0
2.314733333E-2,5.336876518E-1,7.833807170E-1,-2.450221925E0,2.627183918E0
3.308333334E-2,8.162254044E-1,4.979249114E-1,-1.839126493E0,2.072809539E0
4.301933333E-2,8.796735415E-1,3.937263590E-1,-9.767323512E-1,1.372170569E0
5.295533335E-2,7.538145635E-1,5.257114649E-1,-2.709734219E-1,9.581417097E-1
6.289133333E-2,5.599834576E-1,7.736047572E-1,1.892082971E-1,9.735736094E-1
7.282733332E-2,3.814507145E-1,1.039667103E0,3.804590267E-1,1.170966013E0
8.276333334E-2,4.528402475E-1,1.357577294E0,-3.242222607E-2,1.431478816E0
9.269933333E-2,4.968788445E-1,1.585532750E0,-9.882016647E-1,1.933221461E0
1.026353333E-1,8.203938845E-1,1.532602877E0,-1.956659036E0,2.617333049E0
1.125703333E-1,1.179156817E0,1.056828973E0,-2.609819337E0,3.052614494E0
1.225063333E-1,1.531467640E0,6.320077059E-1,-2.668014336E0,3.140561633E0
1.324423333E-1,1.815737046E0,2.519144225E-1,-2.457367222E0,3.065781395E0
1.423783333E-1,1.900371838E0,-2.301893851E-1,-1.801292669E0,2.628508238E0
1.523143333E-1,1.815861299E0,-5.901360869E-1,-9.599771547E-1,2.137093586E0
1.622503333E-1,1.355847542E0,-8.701308855E-1,-3.736522830E-1,1.653803599E0
1.721863333E-1,6.184674548E-1,-8.978994589E-1,1.354764783E-1,1.098671610E0
1.821223333E-1,-2.207418926E-1,-7.939592072E-1,8.811140031E-1,1.206424508E0
1.920583333E-1,-8.164318112E-1,-8.457972591E-1,1.473809416E0,1.885218317E0
2.019943333E-1,-8.726042578E-1,-7.027597462E-1,1.468891323E0,1.847417433E0
2.119303333E-1,-7.058247104E-1,-3.244361226E-1,9.248845053E-1,1.207832218E0
2.218653333E-1,-7.333789833E-1,-5.043369681E-2,5.020711720E-1,8.902043320E-1
2.318013333E-1,-9.309330113E-1,9.669631887E-2,4.686087263E-1,1.046699856E0
2.417373333E-1,-9.377125655E-1,5.908784641E-1,4.965052074E-1,1.214479162E0
2.516733333E-1,-7.761556050E-1,9.901405283E-1,6.992936629E-1,1.439377440E0
2.616093333E-1,-5.122046891E-1,1.066169169E0,1.163073758E0,1.658858315E0
2.715453333E-1,-3.775474057E-1,9.792296970E-1,1.369631329E0,1.725492052E0
2.814813333E-1,-4.345251600E-1,1.175317682E0,1.635168595E0,2.060087401E0
2.914173333E-1,-1.534762108E0,2.283275147E0,2.004260634E0,3.403806812E0
3.013533333E-1,-1.901844021E0,2.196003845E0,2.267595254E0,3.685299418E0
3.112893333E-1,-9.711423399E-1,1.660110478E0,2.621816069E0,3.251615559E0
3.212253333E-1,8.763387282E-1,1.194794903E0,3.203982986E0,3.530015780E0
3.311603333E-1,3.260799504E0,6.697674166E-1,3.451161164E0,4.794988548E0
3.410963333E-1,3.554555724E0,1.511236274E-1,2.813690697E0,4.535918880E0
3.510323333E-1,2.246400851E0,1.014218558E-1,1.590689410E0,2.754432060E0
3.609683333E-1,2.174817775E0,-2.921110334E-1,1.331848961E0,2.566901413E0
3.709043333E-1,2.766011623E0,-6.965043218E-1,1.458469246E0,3.203602833E0
3.808403333E-1,2.621071427E0,-5.678145605E-1,1.346117921E0,3.000743617E0
3.907763333E-1,2.636256353E0,-5.133489892E-3,6.516154665E-1,2.715598761E0
4.007123333E-1,3.025263717E0,4.790390626E-1,-3.211635822E-1,3.079747559E0
4.106483333E-1,3.449885009E0,4.119470870E-1,-1.277389163E0,3.701773906E0
4.205843333E-1,3.150027511E0,3.119648887E-1,-1.758458891E0,3.621073471E0
4.305193333E-1,2.630754708E0,2.682211375E-1,-1.319725344E0,2.955416704E0
4.404553333E-1,2.087751419E0,3.820389444E-1,-1.105770460E0,2.393196200E0
4.503913333E-1,1.534687702E0,2.261461817E-1,-9.155242825E-1,1.801275423E0
4.603273333E-1,1.130402587E0,-3.655046265E-1,-9.023738945E-1,1.491872074E0
4.702633333E-1,7.205796475E-1,-9.775383168E-1,-6.306958830E-1,1.368427377E0
4.801993333E-1,-6.984982954E-1,-2.257601193E0,2.137619836E0,3.186546967E0
4.901353333E-1,5.103413276E-1,-2.159905621E0,1.134517711E-1,2.222276281E0
5.000713333E-1,6.913447387E-1,-4.712824753E-1,1.406934811E0,1.636927085E0
5.100073333E-1,7.603032187E-2,-3.351239192E-1,1.020937886E0,1.077219949E0
5.199433333E-1,-7.520696081E-2,-1.292391365E0,-2.534025389E-1,1.319145319E0
5.298793333E-1,-1.926366659E-1,-1.863875126E0,-8.256262654E-1,2.047632316E0
5.398153333E-1,-3.818383118E-1,-1.894299505E0,-1.077247742E0,2.212381931E0
5.497503333E-1,-1.220301920E0,-1.816158046E0,-2.060013835E0,3.005199465E0
5.596863333E-1,-2.501496159E0,-1.611477139E0,-3.349380435E0,4.480255674E0
5.696223333E-1,-3.094045099E0,-6.924541748E-1,-3.412171930E0,4.657845547E0
5.795583333E-1,-2.766516531E0,4.269614942E-1,-2.135331236E0,3.520731361E0
5.894943333E-1,-1.122591730E0,1.022070346E0,-1.421448185E0,2.079748765E0
5.994303333E-1,2.564986030E-1,1.342654030E0,-7.488517392E-1,1.558618076E0
6.093663333E-1,9.135050196E-1,1.767072717E0,-1.490747631E-2,1.989286214E0
6.193023333E-1,1.653343349E0,2.155192619E0,9.485955495E-1,2.877191855E0
6.292383333E-1,2.126312198E0,2.305949188E0,1.557866650E0,3.502221255E0
6.391743333E-1,2.507182868E0,2.596169889E0,2.148861693E0,4.200436954E0
6.491093333E-1,2.634387583E0,2.718411195E0,2.613172715E0,4.599829236E0
6.590453333E-1,2.520316007E0,2.592002286E0,3.329720342E0,4.915028605E0
6.689813333E-1,2.312269443E0,2.402267009E0,4.135197687E0,5.311999310E0
6.789173333E-1,1.729500994E0,2.099249530E0,5.171431305E0,5.843091991E0
6.888533333E-1,9.450660239E-1,1.446021693E0,6.213092893E0,6.448771342E0
6.987893333E-1,-9.284832107E-2,6.353332367E-1,6.857385306E0,6.887379935E0
7.087253333E-1,-1.171724641E0,2.265221759E-1,7.298962355E0,7.395884152E0
7.186613333E-1,-1.693501880E0,-3.563431725E-1,7.104421397E0,7.312163323E0
7.285973333E-1,-1.812530579E0,-9.056385411E-1,6.557345375E0,6.863251900E0
7.385333333E-1,-1.726012691E0,-1.011828509E0,6.001597933E0,6.326301802E0
7.484693333E-1,-1.585874082E0,-1.172561012E0,5.777046726E0,6.104438123E0
7.584053333E-1,-1.299904306E0,-1.689467009E0,6.141346972E0,6.500783999E0
7.683403333E-1,-1.080074725E0,-2.147923799E0,6.687545911E0,7.106575010E0
7.782763333E-1,-1.152302310E0,-2.519511723E0,7.253635324E0,7.764725709E0
7.882123333E-1,-1.466977383E0,-3.086456875E0,7.854328558E0,8.565554027E0
7.981483333E-1,-1.970192855E0,-3.859002409E0,8.146099357E0,9.226727167E0
8.080843333E-1,-2.592447552E0,-4.440672020E0,8.202198129E0,9.680723446E0
8.180203333E-1,-3.167678794E0,-4.925521973E0,8.190972644E0,1.006911061E1
8.279563333E-1,-3.724994167E0,-5.689189972E0,6.953812324E0,9.726148771E0
8.378923333E-1,-3.990178553E0,-6.179983034E0,5.500269358E0,9.185133542E0
8.478283333E-1,-3.879008365E0,-6.266743435E0,4.267917788E0,8.516683711E0
8.577643333E-1,-3.349625434E0,-6.178553390E0,3.384027527E0,7.800394531E0
8.677003333E-1,-2.515524799E0,-6.079888642E0,2.979414237E0,7.222867859E0
8.776353333E-1,-1.838300136E0,-6.153442522E0,3.113420725E0,7.137057578E0
8.875713333E-1,-1.642962056E0,-6.631596243E0,3.460523141E0,7.658499426E0
8.975073333E-1,-1.880212539E0,-7.126778226E0,3.785835323E0,8.286055525E0
9.074433333E-1,-2.083023506E0,-7.424328997E0,3.758774993E0,8.578347011E0
9.173793333E-1,-2.045378108E0,-7.607096002E0,3.513229943E0,8.625211059E0
9.273153333E-1,-1.836943582E0,-7.838427640E0,3.001979812E0,8.592275158E0
9.372503333E-1,-1.783051988E0,-7.979703387E0,2.110908585E0,8.444576697E0
9.471863333E-1,-1.835777208E0,-7.920837128E0,1.229806277E0,8.223269559E0
9.571223333E-1,-1.818759033E0,-7.913643883E0,3.114706528E-1,8.125925049E0
9.670583333E-1,-1.892273591E0,-8.130765034E0,-6.112556452E-1,8.370404581E0
9.769943333E-1,-2.091542315E0,-8.464128247E0,-1.401932518E0,8.830709542E0
9.869293333E-1,-2.227108109E0,-8.878903413E0,-2.094583744E0,9.390538717E0
9.968653333E-1,-2.410124790E0,-9.248819325E0,-2.661005863E0,9.921205199E0
