"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.418666657E-3,2.770036554E-1,3.912746215E-1,-6.914215565E-1,8.413623615E-1
1.635466666E-2,5.236354110E-1,6.593174189E-1,-9.247874415E-1,1.250649957E0
2.629066666E-2,6.045868957E-1,7.303675210E-1,-1.376714646E0,1.671617554E0
3.622666666E-2,3.669206759E-1,5.735533834E-1,-1.877884762E0,1.997509811E0
4.616266667E-2,2.811920160E-1,2.865480655E-1,-2.337275938E0,2.371505335E0
5.609966666E-2,1.741198495E-1,7.275398076E-2,-2.751434222E0,2.757897958E0
6.603566666E-2,-1.558575332E-3,-7.585592866E-3,-3.138835648E0,3.138845201E0
7.597166667E-2,-2.093693505E-1,-6.601974249E-2,-3.303466344E0,3.310752787E0
8.590766667E-2,-3.391987342E-1,-1.742055112E-1,-3.418177605E0,3.439380974E0
9.584366667E-2,-3.947183391E-1,-1.913589031E-1,-3.409475194E0,3.437577911E0
1.057806667E-1,-4.089226878E-1,-1.148679668E-1,-3.159828907E0,3.188248913E0
1.157166667E-1,-5.992518961E-2,-1.117791751E-1,-2.877916514E0,2.880709821E0
1.256526667E-1,4.120205426E-1,3.347560197E-2,-2.698098845E0,2.729582188E0
1.355886667E-1,8.430939451E-1,2.612758148E-1,-2.560868202E0,2.708711575E0
1.455246667E-1,1.006461057E0,6.163842380E-2,-1.989825613E0,2.230732867E0
1.554616667E-1,1.325008595E0,-7.862750888E-2,-1.244608503E0,1.819582476E0
1.653976667E-1,2.583784317E0,-8.019877267E-1,-4.486714751E-1,2.742340570E0
1.753336667E-1,2.896624973E0,-1.833839002E0,4.056242734E-1,3.452235909E0
1.852696667E-1,2.983316669E0,-2.634790456E0,3.782505333E-1,3.998171152E0
1.952056667E-1,2.607721941E0,-3.052168803E0,-1.344321656E-1,4.016717581E0
2.051426667E-1,1.435830727E0,-2.615116915E0,8.736909628E-3,2.983374379E0
2.150786667E-1,-3.023120128E-1,-1.709379263E0,6.420652092E-1,1.850842444E0
2.250146667E-1,-1.514819448E0,-1.496469716E0,3.306705701E-1,2.154864867E0
2.349506667E-1,-2.208373338E0,-8.490423907E-1,4.853949130E-1,2.415242017E0
2.448866667E-1,-1.572883761E0,-2.340001252E-1,8.610311562E-1,1.808340133E0
2.548236667E-1,3.183467592E-1,3.895695003E-1,1.132734895E0,1.239434306E0
2.647596667E-1,2.478211084E0,1.573640683E0,1.754682174E0,3.420056244E0
2.746956667E-1,3.118339111E0,2.159724065E0,1.297324660E0,4.008927303E0
2.846316667E-1,2.137883399E0,2.138865731E0,-6.627666914E-1,3.095892720E0
2.945676667E-1,1.390983899E0,1.621546775E0,-1.653501370E0,2.701539733E0
3.045046667E-1,5.995986360E-1,8.295949899E-1,-2.317458555E0,2.533448346E0
3.144406667E-1,-3.495455284E-1,8.584257831E-1,-2.196826987E0,2.384350166E0
3.243766667E-1,-4.484811482E-1,7.643352393E-1,-1.776917381E0,1.985643240E0
3.343126667E-1,3.438192040E-2,-4.670719318E-3,-1.051667928E0,1.052240164E0
3.442486667E-1,1.697563648E-1,-3.029543294E-1,1.817045653E-1,3.919376202E-1
3.541846667E-1,7.449060380E-2,2.669379660E-1,2.072260244E0,2.090709747E0
3.641216667E-1,3.038534850E-1,9.061975349E-1,3.357714472E0,3.491098307E0
3.740576667E-1,1.133845282E0,1.207387028E0,3.774826185E0,4.122220432E0
3.839936667E-1,1.553864815E0,1.316633921E0,3.126471126E0,3.731332530E0
3.939296667E-1,5.222136605E-1,9.347300470E-1,1.508969893E0,1.850247958E0
4.038666667E-1,1.520042181E-1,6.495572466E-1,6.746248448E-1,9.487616034E-1
4.138028333E-1,1.377750773E0,7.127451825E-1,1.447492268E0,2.121658963E0
4.237388333E-1,3.202145791E0,2.216110227E0,3.152339793E0,5.010202429E0
4.336748333E-1,4.893869240E0,4.641668889E0,4.840261967E0,8.301998683E0
4.436108333E-1,5.308511674E0,4.410166219E0,4.896248472E0,8.461862170E0
4.535468333E-1,4.804823163E0,2.918919529E0,3.550905892E0,6.649462346E0
4.634838333E-1,5.442084299E0,3.015119967E0,4.302708721E0,7.564425443E0
4.734198333E-1,6.296238545E0,3.662550581E0,5.427745172E0,9.083904130E0
4.833558333E-1,7.177232096E0,3.599634833E0,6.392658547E0,1.026333838E1
4.932918333E-1,7.656026672E0,3.207110954E0,7.090250670E0,1.091659103E1
5.032278333E-1,8.187855493E0,3.153958302E0,7.634360983E0,1.163064479E1
5.131648333E-1,8.628712749E0,3.273696122E0,8.456182466E0,1.251713993E1
5.231008333E-1,9.434883574E0,3.171490009E0,9.681706241E0,1.388563332E1
5.330368333E-1,1.117296024E1,2.695480169E0,1.073782215E1,1.572900119E1
5.429728333E-1,1.306206347E1,2.087375881E0,1.193491559E1,1.781619629E1
5.529088333E-1,1.455584230E1,1.376079931E0,1.296443953E1,1.954079920E1
5.628458333E-1,1.600747323E1,2.187454339E-1,1.326517820E1,2.079067102E1
5.727818333E-1,1.721892041E1,-1.337762981E0,1.277998326E1,2.148508325E1
5.827178333E-1,1.681128645E1,-3.177110937E0,1.161486006E1,2.067893518E1
5.926538333E-1,1.465658632E1,-4.783459483E0,1.012151392E1,1.844294041E1
6.025898333E-1,1.306910703E1,-6.462751459E0,8.196737999E0,1.672588499E1
6.125268333E-1,1.254812713E1,-8.241759805E0,6.475303093E0,1.634966817E1
6.224628333E-1,1.228460364E1,-9.828107657E0,5.635725955E0,1.671121162E1
6.323988333E-1,1.234304890E1,-1.103418710E1,5.411654220E0,1.741809814E1
6.423348333E-1,1.226541425E1,-1.147837552E1,4.968002579E0,1.751783494E1
6.522708333E-1,1.189410203E1,-1.201759288E1,4.431274960E0,1.747937068E1
6.622078333E-1,1.141560917E1,-1.329355591E1,3.835371764E0,1.793724722E1
